tau_Male	tau_Female	tau_Male_threshold	tau_Female_threshold
FBgn0029995	0.790816326530612	0.911764705882353	low	high
FBgn0029996	0.416347270615563	0.373047592796766	low	low
FBgn0029997	0.814066025412659	0.818916595012898	low	high
FBgn0029999	0.603998203054807	0.657649796393252	low	low
FBgn0030000	0.552025586353945	0.713872135102533	low	low
FBgn0030001	0.935534591194969	0.909191176470588	high	high
FBgn0030003	0.298990971853425	0.409798080105925	low	low
FBgn0030004	0.9710406423384	0.530379746835443	high	low
FBgn0030005	0.887359083348734	0.922150259067358	high	high
FBgn0030006	0.375145180023229	0.351612903225806	low	low
FBgn0030007	0.705161437016826	0.455422278338945	low	low
FBgn0030008	0.316071428571429	0.715563725490196	low	low
FBgn0030009	0.905923344947735	0.85	high	high
FBgn0030010	0.842643213691467	0.79975445058318	low	low
FBgn0030011	0.83536665932614	0.853185924869234	low	high
FBgn0030012	0.396642527978933	0.575188781014024	low	low
FBgn0030013	0.797157667889801	0.881093636543666	low	high
FBgn0030014	0.99350013978194	0.823232323232323	high	high
FBgn0030015	0.997558351266347	0.838888888888889	high	high
FBgn0030016	0.812903225806452	0.854166666666667	low	high
FBgn0030017	0.75455106448627	0.726350789692436	low	low
FBgn0030018	0.257424522489217	0.608423686405338	low	low
FBgn0030025	0.906962718428111	0.581753598803515	high	low
FBgn0030026	0.480367734282325	0.558889087018545	low	low
FBgn0030027	0.963876913928943	0.944529262086514	high	high
FBgn0030028	0.675238095238095	0.835412667946257	low	high
FBgn0030029	0.709895052473763	0.767651632970451	low	low
FBgn0030030	0.598327404356238	0.62827868852459	low	low
FBgn0030033	0.996834658796494	0.964102564102564	high	high
FBgn0030034	0.567528415422331	0.678769017980636	low	low
FBgn0030035	0.447024138566427	0.326926727410782	low	low
FBgn0030037	0.470140158439976	0.552069199457259	low	low
FBgn0030038	0.68038282083539	0.791320542553939	low	low
FBgn0030039	0.874866907315553	0.535091470658113	high	low
FBgn0030040	0.958823857515871	0.973007725826717	high	high
FBgn0030041	0.865331410752386	0.840846392720445	high	high
FBgn0030048	0.67078316991436	0.67135934710533	low	low
FBgn0030049	0.392252510760402	0.545508274231678	low	low
FBgn0030050	0.99665161073575	0.759139784946237	high	low
FBgn0030051	0.909800931808556	0.845044792833147	high	high
FBgn0030052	0.599259777350353	0.522648964754228	low	low
FBgn0030053	0.797717109908214	0.842300297150848	low	high
FBgn0030054	0.480272108843537	0.885566392881588	low	high
FBgn0030055	0.567765567765568	0.40515587529976	low	low
FBgn0030056	0.740072698693388	0.601968152196763	low	low
FBgn0030057	0.698175598631699	0.679369122257053	low	low
FBgn0030058	0.971219256933543	0.96231884057971	high	high
FBgn0030060	0.535681262796381	0.575985663082437	low	low
FBgn0030061	0.724375062744704	0.645217391304348	low	low
FBgn0030063	0.522262334536703	0.641464013755834	low	low
FBgn0030065	0.793033821302373	0.808231458842706	low	high
FBgn0030066	0.393247126436782	0.446241258741259	low	low
FBgn0030067	0.728591065292096	0.723978072550081	low	low
FBgn0030071	0.898978625541126	0.790004235493435	high	low
FBgn0030073	0.770659340659341	0.681800197823937	low	low
FBgn0030074	0.88013797068123	0.736763129689175	high	low
FBgn0030077	0.786416286416286	0.76084142394822	low	low
FBgn0030078	0.959916274201989	0.558922558922559	high	low
FBgn0030081	0.532934131736527	0.714504401071565	low	low
FBgn0030082	0.489115016959605	0.555286937222574	low	low
FBgn0030085	0.81943793911007	0.895964125560538	low	high
FBgn0030086	0.353943717796274	0.751410813696332	low	low
FBgn0030087	0.516147696191879	0.565497661990648	low	low
FBgn0030088	0.650296782255545	0.510101444291609	low	low
FBgn0030089	0.617704768423454	0.589896680216802	low	low
FBgn0030090	0.798934185984546	0.79372197309417	low	low
FBgn0030091	0.438512518409426	0.431323877068558	low	low
FBgn0030092	0.546221786064769	0.450403225806452	low	low
FBgn0030093	0.77735593220339	0.604166666666667	low	low
FBgn0030096	0.457629805786762	0.37172256097561	low	low
FBgn0030097	0.95047619047619	0.833333333333333	high	high
FBgn0030098	0.996549319068623	0.997761521608394	high	high
FBgn0030099	0.530011152793268	0.604746666666667	low	low
FBgn0030100	0.53828197945845	0.504820512820513	low	low
FBgn0030101	0.867255852119626	0.713227977758268	high	low
FBgn0030102	0.70561797752809	0.766215526046987	low	low
FBgn0030103	0.95071320773088	0.889832949308756	high	high
FBgn0030104	0.992084599797366	0.92	high	high
FBgn0030105	0.864982578397212	0.952941176470588	high	high
FBgn0030107	0.801242236024845	0.846666666666667	low	high
FBgn0030108	0.882375478927203	0.936320754716981	high	high
FBgn0030109	0.814273279310273	0.417214081185784	low	low
FBgn0030114	0.686026575225032	0.410529779532741	low	low
FBgn0030116	0.994421537715256	0.82	high	high
FBgn0030117	0.986666666666667	0.99375	high	high
FBgn0030120	0.98461732442315	0.681481481481481	high	low
FBgn0030121	0.447594501718213	0.542565666041276	low	low
FBgn0030122	0.57807486631016	0.731976327116212	low	low
FBgn0030136	0.528212916834972	0.358144291440638	low	low
FBgn0030137	0.48921832884097	0.540412044374009	low	low
FBgn0030141	0.588520971302428	0.503438331854481	low	low
FBgn0030148	0.995440563371485	0.996596521027964	high	high
FBgn0030151	0.722958561852529	0.410276205180992	low	low
FBgn0030156	0.809432410200165	0.782323232323232	low	low
FBgn0030157	0.781916459601729	0.750393909301556	low	low
FBgn0030158	0.866989630088222	0.852792251169005	high	high
FBgn0030159	0.862342135476464	0.940560776224311	high	high
FBgn0030160	0.71455022775479	0.721874405931183	low	low
FBgn0030161	0.812278630460449	0.818333333333333	low	high
FBgn0030162	0.993031358885017	0.883333333333333	high	high
FBgn0030163	0.793477088948787	0.832321187584345	low	high
FBgn0030164	0.905598914149983	0.804570293094883	high	low
FBgn0030167	0.833333333333333	0.816666666666667	low	high
FBgn0030170	0.851708074534162	0.930995260663507	low	high
FBgn0030174	0.847563025210084	0.828847130523108	low	high
FBgn0030177	0.616626923910687	0.627168696936139	low	low
FBgn0030178	0.399033816425121	0.452312138728324	low	low
FBgn0030181	0.992956579383494	0.862337662337662	high	high
FBgn0030183	0.342032104743969	0.524914569742156	low	low
FBgn0030186	0.785714285714286	0.704109589041096	low	low
FBgn0030187	0.739130434782609	0.89015780730897	low	high
FBgn0030189	0.557200929152149	0.305096073517126	low	low
FBgn0030191	0.996775618374558	0.986458333333333	high	high
FBgn0030195	0.944343638774513	0.81703056768559	high	high
FBgn0030196	0.468759403638353	0.614499809087438	low	low
FBgn0030200	0.980997517490408	0.880681818181818	high	high
FBgn0030202	0.956152758132956	0.943396226415094	high	high
FBgn0030204	0.966666666666667	0.96875	high	high
FBgn0030206	0.568472090823084	0.51326352530541	low	low
FBgn0030207	0.994862860716519	0.716666666666667	high	low
FBgn0030208	0.540626688276607	0.465893966282165	low	low
FBgn0030215	0.993906692597133	0.838752052545156	high	high
FBgn0030217	0.679974104445404	0.445574387947269	low	low
FBgn0030218	0.748967933947773	0.715169841749824	low	low
FBgn0030221	0.984627450980392	0.96875	high	high
FBgn0030222	0.998054159234636	0.866666666666667	high	high
FBgn0030223	0.993733453972722	0.900311526479751	high	high
FBgn0030224	0.994806537363395	0.850340136054422	high	high
FBgn0030228	0.872360960308843	0.52915082382763	high	low
FBgn0030230	0.883950617283951	0.9093782249742	high	high
FBgn0030234	0.874506865943403	0.870656460218047	high	high
FBgn0030237	0.822704645093752	0.809346102717861	low	high
FBgn0030239	0.586538620064298	0.513366042224205	low	low
FBgn0030240	0.600281491907108	0.456437389770723	low	low
FBgn0030241	0.966765285996055	0.877760252365931	high	high
FBgn0030242	0.976242354740061	0.88539372246696	high	high
FBgn0030243	0.409090909090909	0.440489858400306	low	low
FBgn0030244	0.81575057115979	0.918588235294118	low	high
FBgn0030245	0.62989810572386	0.559509310740447	low	low
FBgn0030246	0.724104074619539	0.440202275600506	low	low
FBgn0030247	0.996554990298975	0.987951807228916	high	high
FBgn0030251	0.889889511539115	0.894241452155543	high	high
FBgn0030257	0.855833333333333	0.888096816976127	low	high
FBgn0030258	0.962289303628722	0.964622528603571	high	high
FBgn0030259	0.882282724028166	0.894168559991345	high	high
FBgn0030260	0.908132986132138	0.896800752764056	high	high
FBgn0030261	0.7181010591853	0.758980376817263	low	low
FBgn0030262	0.782548112614928	0.702242767148857	low	low
FBgn0030263	0.487427232317221	0.574329083181542	low	low
FBgn0030266	0.61601150527325	0.534556574923547	low	low
FBgn0030268	0.834781981981982	0.616207534843206	low	low
FBgn0030269	0.290780141843972	0.433394607843137	low	low
FBgn0030270	0.978299813331728	0.942955105539484	high	high
FBgn0030271	0.839612032611751	0.767335640138408	low	low
FBgn0030272	0.681942919868277	0.701359475481263	low	low
FBgn0030274	0.69786687226934	0.442269076305221	low	low
FBgn0030276	0.393685333333333	0.324851778656126	low	low
FBgn0030277	0.996948514085951	0.942348754448398	high	high
FBgn0030278	0.997694469789287	0.983838383838384	high	high
FBgn0030280	0.997350788272625	0.964026402640264	high	high
FBgn0030283	0.996623510544624	0.878109452736318	high	high
FBgn0030286	0.563454020057794	0.539562400846113	low	low
FBgn0030289	0.420740740740741	0.454615981380915	low	low
FBgn0030290	0.99688981042654	0.926666666666667	high	high
FBgn0030291	0.634008720184663	0.688380952380952	low	low
FBgn0030292	0.632308176760785	0.571542375345254	low	low
FBgn0030293	0.313059556247567	0.563200684638425	low	low
FBgn0030294	0.455933333333333	0.533187194127243	low	low
FBgn0030296	0.996401365255243	0.72	high	low
FBgn0030297	0.893333333333333	0.863636363636364	high	high
FBgn0030298	0.808333333333333	0.805397727272727	low	high
FBgn0030300	0.903787465940054	0.822970545977011	high	high
FBgn0030301	0.503344481605351	0.752992957746479	low	low
FBgn0030304	0.847867759411029	0.844609601913549	low	high
FBgn0030305	0.848493882367555	0.667308465041522	low	low
FBgn0030306	0.935635235151722	0.858983206809294	high	high
FBgn0030307	0.99459322463462	0.8	high	low
FBgn0030309	0.819140152920202	0.852151255163648	low	high
FBgn0030310	0.697974822112753	0.664863979023271	low	low
FBgn0030311	0.56157858046526	0.34549633165385	low	low
FBgn0030313	0.990127929862229	0.947115384615385	high	high
FBgn0030314	0.450936199722608	0.506505700871898	low	low
FBgn0030316	0.586077674312968	0.663242698892246	low	low
FBgn0030317	0.973873987340229	0.983181277270924	high	high
FBgn0030318	0.720530900041477	0.720067567567568	low	low
FBgn0030319	0.992838522007831	0.935017543859649	high	high
FBgn0030320	0.727876612964801	0.720602588584766	low	low
FBgn0030321	0.626081396223576	0.551617440225035	low	low
FBgn0030323	0.498206555349412	0.561078348778433	low	low
FBgn0030326	0.846289894686068	0.961705720920414	low	high
FBgn0030327	0.861505451171422	0.40551996985682	high	low
FBgn0030328	0.343338143338143	0.54413494439692	low	low
FBgn0030329	0.700052672095944	0.650722182596291	low	low
FBgn0030330	0.51198347107438	0.469438073394495	low	low
FBgn0030331	0.99399546700044	0.994952565165331	high	high
FBgn0030332	0.78972499724875	0.824602707474985	low	high
FBgn0030334	0.829659053293611	0.826092657342657	low	high
FBgn0030336	0.843255059032959	0.721420075029737	low	low
FBgn0030338	0.88961038961039	0.746666666666667	high	low
FBgn0030339	0.986169239024082	0.87537955465587	high	high
FBgn0030340	0.936507936507937	0.766666666666667	high	low
FBgn0030341	0.861514973063753	0.722550728245985	high	low
FBgn0030342	0.752062278066102	0.30979909799098	low	low
FBgn0030343	0.80042962962963	0.479790673927842	low	low
FBgn0030344	0.544884135472371	0.554323022312373	low	low
FBgn0030345	0.548606994665086	0.577048260381594	low	low
FBgn0030346	0.589890501655208	0.628883291351805	low	low
FBgn0030347	0.858380513495721	0.881165949894191	high	high
FBgn0030348	0.707041343669251	0.813113250802384	low	high
FBgn0030349	0.859539293104176	0.866628286317406	high	high
FBgn0030350	0.643796199831324	0.520285150440453	low	low
FBgn0030351	0.834028980941881	0.577615965480043	low	low
FBgn0030352	0.316687473990845	0.318160669975186	low	low
FBgn0030354	0.607432243643476	0.400060024009604	low	low
FBgn0030356	0.997814285055442	0.976377952755906	high	high
FBgn0030357	0.643048576214405	0.71020196020196	low	low
FBgn0030358	0.839540296770439	0.842355371900826	low	high
FBgn0030359	0.995874161939144	0.898989898989899	high	high
FBgn0030360	0.754385142106744	0.732467532467532	low	low
FBgn0030361	0.900793650793651	0.895729166666667	high	high
FBgn0030362	0.799195389931016	0.818757623908577	low	high
FBgn0030364	0.495052882975094	0.32595257397649	low	low
FBgn0030365	0.439245667686035	0.531631097560976	low	low
FBgn0030366	0.686023825578782	0.418946672236146	low	low
FBgn0030367	0.850099863344896	0.911342508202698	low	high
FBgn0030369	0.661085271317829	0.816012247838617	low	high
FBgn0030370	0.989771048744461	0.729166666666667	high	low
FBgn0030373	0.915572715572716	0.887822948328267	high	high
FBgn0030374	0.996243122656229	0.921794871794872	high	high
FBgn0030375	0.882352941176471	0.835087719298246	high	high
FBgn0030376	0.996433711312489	0.83859649122807	high	high
FBgn0030377	0.986271578088895	0.863157894736842	high	high
FBgn0030384	0.997557647700914	0.970833333333333	high	high
FBgn0030385	0.857142857142857	0.928571428571429	high	high
FBgn0030386	0.997838780226129	0.984313725490196	high	high
FBgn0030389	0.939980158730159	0.752941176470588	high	low
FBgn0030390	0.785714285714286	0.723809523809524	low	low
FBgn0030391	0.524593495934959	0.414341820151679	low	low
FBgn0030394	0.903333333333333	0.888698630136986	high	high
FBgn0030395	0.982783882783883	0.8984375	high	high
FBgn0030396	0.97572791214957	0.962615704079119	high	high
FBgn0030398	0.951083158630328	0.955670926517572	high	high
FBgn0030400	0.709198150805037	0.638487841945289	low	low
FBgn0030403	0.458720118294586	0.500808422635834	low	low
FBgn0030406	0.386336063087655	0.281231231231231	low	low
FBgn0030407	0.633983286908078	0.643470149253731	low	low
FBgn0030408	0.927197802197802	0.943157894736842	high	high
FBgn0030409	0.996946077178635	0.906666666666667	high	high
FBgn0030410	0.743404255319149	0.596512430939227	low	low
FBgn0030411	0.448833034111311	0.320014169323415	low	low
FBgn0030412	0.787182256786923	0.783355002476473	low	low
FBgn0030417	0.718045112781955	0.646935724962631	low	low
FBgn0030418	0.337401292175162	0.282051282051282	low	low
FBgn0030420	0.641476880607315	0.672335025380711	low	low
FBgn0030421	0.901400031461381	0.883186540198735	high	high
FBgn0030425	0.840009623481294	0.710728782287823	low	low
FBgn0030429	0.990740127219719	0.670416666666667	high	low
FBgn0030431	0.629914622872369	0.370284079296955	low	low
FBgn0030432	0.420980926430518	0.38609380124631	low	low
FBgn0030433	0.450974279033515	0.513146698434309	low	low
FBgn0030434	0.349769748494509	0.53535568413887	low	low
FBgn0030435	0.757007622326039	0.472845087402049	low	low
FBgn0030437	0.900215053763441	0.909836065573771	high	high
FBgn0030438	0.946624803767661	0.910963160230803	high	high
FBgn0030439	0.905660377358491	0.936009732360097	high	high
FBgn0030440	0.994994691339299	0.822916666666667	high	high
FBgn0030441	0.995303395619851	0.856989247311828	high	high
FBgn0030443	0.907834101382488	0.863926940639269	high	high
FBgn0030447	0.605450068658554	0.387020369493131	low	low
FBgn0030449	0.982959139784946	0.685461956521739	high	low
FBgn0030451	0.717876636434522	0.427137388345385	low	low
FBgn0030452	0.93936157588703	0.678758741258741	high	low
FBgn0030455	0.986328125	0.675	high	low
FBgn0030456	0.769094766619519	0.570421074465878	low	low
FBgn0030457	0.725110679192312	0.599058622165169	low	low
FBgn0030459	0.928571428571429	0.933333333333333	high	high
FBgn0030460	0.328398384925976	0.365135941644562	low	low
FBgn0030462	0.996277338296882	0.883333333333333	high	high
FBgn0030465	0.898015965022689	0.824428179322964	high	high
FBgn0030466	0.564167510976022	0.691512565196776	low	low
FBgn0030467	0.751241254795757	0.782984433709071	low	low
FBgn0030468	0.376016260162602	0.754421768707483	low	low
FBgn0030474	0.589556863960335	0.609635416666667	low	low
FBgn0030477	0.718055555555556	0.758474576271186	low	low
FBgn0030478	0.492668408826945	0.496848990749555	low	low
FBgn0030479	0.641981173572623	0.622711123257721	low	low
FBgn0030480	0.871379283907077	0.39718998960859	high	low
FBgn0030481	0.710024571552984	0.626439628482972	low	low
FBgn0030482	0.872774419751283	0.861917187730786	high	high
FBgn0030483	0.977263766592193	0.791666666666667	high	low
FBgn0030484	0.833624059138088	0.776468810605457	low	low
FBgn0030485	0.848488542174549	0.678665670898681	low	low
FBgn0030486	0.723829489867226	0.710588487972509	low	low
FBgn0030492	0.991899852724595	0.971428571428571	high	high
FBgn0030493	0.935064935064935	0.933333333333333	high	high
FBgn0030494	0.948717948717949	0.958333333333333	high	high
FBgn0030495	0.994047619047619	0.72	high	low
FBgn0030499	0.455216412309232	0.389297658862876	low	low
FBgn0030500	0.827649769585253	0.876537785588752	low	high
FBgn0030501	0.927741935483871	0.915084745762712	high	high
FBgn0030502	0.636262016543707	0.523771834061135	low	low
FBgn0030503	0.959841780638241	0.978697718631179	high	high
FBgn0030504	0.518704494099925	0.671651090342679	low	low
FBgn0030505	0.54836495031617	0.571134677793231	low	low
FBgn0030506	0.620264317180617	0.3125	low	low
FBgn0030507	0.737068965517241	0.930489381348107	low	high
FBgn0030508	0.845895816890292	0.867856025039124	low	high
FBgn0030509	0.997146254458977	0.99583658600052	high	high
FBgn0030510	0.744093231162197	0.703091247672253	low	low
FBgn0030511	0.563098517643972	0.371580345285525	low	low
FBgn0030512	0.73791867157279	0.708250837648492	low	low
FBgn0030514	0.226866492506531	0.265892972275951	low	low
FBgn0030518	0.8929532507776	0.934584885831661	high	high
FBgn0030519	0.734346117108636	0.72429695468454	low	low
FBgn0030520	0.548517940717629	0.480894613082514	low	low
FBgn0030521	0.628198873040018	0.616025974025974	low	low
FBgn0030522	0.528269085411943	0.385493460166469	low	low
FBgn0030524	0.977102647157377	0.685534591194969	high	low
FBgn0030525	0.987268479328209	0.801526717557252	high	low
FBgn0030528	0.64554893289752	0.626071741032371	low	low
FBgn0030529	0.66771371199082	0.686045679954225	low	low
FBgn0030530	0.375089605734767	0.493840872374798	low	low
FBgn0030536	0.996010652520348	0.6	high	low
FBgn0030537	0.946428571428571	0.966666666666667	high	high
FBgn0030538	0.986443586443586	1	high	high
FBgn0030539	0.96967802438262	0.830012300123001	high	high
FBgn0030540	0.964285714285714	0.977777777777778	high	high
FBgn0030541	0.948571428571429	1	high	high
FBgn0030542	0.973214285714286	0.977777777777778	high	high
FBgn0030543	1	0.974358974358974	high	high
FBgn0030544	0.844387755102041	0.927536231884058	low	high
FBgn0030545	0.971751275553467	0.407985881314803	high	low
FBgn0030551	0.876488095238095	0.938535969709718	high	high
FBgn0030552	0.358409785932722	0.286604714415231	low	low
FBgn0030554	0.714783474365356	0.692301680343884	low	low
FBgn0030555	0.950517571884984	0.938324238290132	high	high
FBgn0030556	0.580242424242424	0.455597788527989	low	low
FBgn0030558	0.880079246888629	0.893159297193771	high	high
FBgn0030559	0.799586529242569	0.844914327378782	low	high
FBgn0030562	0.890329419439008	0.801863102470636	high	low
FBgn0030563	0.991137965760322	0.98125	high	high
FBgn0030566	0.985807656395892	0.930147058823529	high	high
FBgn0030569	0.984307359307359	0.98224043715847	high	high
FBgn0030570	0.938775510204082	0.88	high	high
FBgn0030571	0.704201680672269	0.643333333333333	low	low
FBgn0030572	0.575859269282815	0.507312164579606	low	low
FBgn0030573	0.426299694189602	0.656451612903226	low	low
FBgn0030574	0.844143519588359	0.851459072728297	low	high
FBgn0030575	0.822779922779923	0.687052341597796	low	low
FBgn0030576	0.917206157387426	0.869567006068086	high	high
FBgn0030577	0.995091252359975	0.90952380952381	high	high
FBgn0030578	0.995793530178029	0.88974358974359	high	high
FBgn0030581	0.74042471042471	0.731830139045472	low	low
FBgn0030582	0.560785798418307	0.367769296013571	low	low
FBgn0030583	0.9795670995671	0.49811320754717	high	low
FBgn0030584	0.511522643471684	0.419953245324532	low	low
FBgn0030586	0.598739495798319	0.576470588235294	low	low
FBgn0030587	0.728466386554622	0.865211062590975	low	high
FBgn0030588	0.915539425932036	0.929318734793187	high	high
FBgn0030589	0.981508296139825	0.955713801288572	high	high
FBgn0030590	0.820863918690006	0.841294498381877	low	high
FBgn0030592	0.777222777222777	0.892004153686397	low	high
FBgn0030593	0.948036465638149	0.861303150810645	high	high
FBgn0030594	0.987004080387446	0.993695500993922	high	high
FBgn0030595	0.836471022517534	0.830838131797825	low	high
FBgn0030596	0.603896103896104	0.826026026026026	low	high
FBgn0030597	0.949264332825977	0.96264146090535	high	high
FBgn0030598	0.76043956043956	0.816969696969697	low	high
FBgn0030599	0.996571334956001	0.958139534883721	high	high
FBgn0030600	0.797907172995781	0.837391304347826	low	high
FBgn0030603	0.694667818015003	0.644678732501611	low	low
FBgn0030605	0.687688314976579	0.591698373619815	low	low
FBgn0030607	0.859810874704492	0.785934882747069	high	low
FBgn0030608	0.732488431521514	0.697149461212533	low	low
FBgn0030610	0.621130393996248	0.646621087391284	low	low
FBgn0030611	0.548150051387461	0.44415127528584	low	low
FBgn0030612	0.736676249447147	0.645424013434089	low	low
FBgn0030613	0.823869312812205	0.845883872416891	low	high
FBgn0030614	0.985664256530595	0.82623828647925	high	high
FBgn0030615	0.751556503198294	0.597087378640777	low	low
FBgn0030616	0.524051378980956	0.39081568644206	low	low
FBgn0030617	0.853196527229676	0.906586826347305	low	high
FBgn0030620	0.9968507656576	0.933333333333333	high	high
FBgn0030622	0.996672979474843	0.992307692307692	high	high
FBgn0030623	0.990116740337754	0.958333333333333	high	high
FBgn0030624	0.997267237210558	0.965079365079365	high	high
FBgn0030625	0.935108013937282	0.387707641196013	high	low
FBgn0030628	0.559204218600192	0.856534695615155	low	high
FBgn0030629	0.930504609893923	0.843364681295716	high	high
FBgn0030630	0.744500632111252	0.437015690041627	low	low
FBgn0030631	0.481818181818182	0.608476190476191	low	low
FBgn0030634	0.812814070351759	0.838716049382716	low	high
FBgn0030638	0.458357047998482	0.490501474926254	low	low
FBgn0030640	0.881105006105006	0.804118404118404	high	low
FBgn0030641	0.720072639225182	0.73849436147516	low	low
FBgn0030642	0.834516415261757	0.745557267591166	low	low
FBgn0030643	0.99645958603062	0.736231884057971	high	low
FBgn0030645	0.574301675977654	0.43851701183432	low	low
FBgn0030646	0.792458614347026	0.866302367941712	low	high
FBgn0030647	0.993464801650997	0.85	high	high
FBgn0030648	0.608547266686801	0.540215982721382	low	low
FBgn0030653	0.919010745891277	0.984951958610495	high	high
FBgn0030654	0.707470010905125	0.694520547945206	low	low
FBgn0030655	0.373249299719888	0.542293906810036	low	low
FBgn0030657	0.659000375798572	0.536750325945241	low	low
FBgn0030658	0.746859975401588	0.542422860617115	low	low
FBgn0030659	0.411030741410488	0.480212483399734	low	low
FBgn0030660	0.976837824097611	0.7781217750258	high	low
FBgn0030661	0.973005964766264	0.654647435897436	high	low
FBgn0030662	0.446683153913296	0.429361488185018	low	low
FBgn0030663	0.994943109987358	0.942857142857143	high	high
FBgn0030664	0.997075505140021	1	high	high
FBgn0030665	0.970238095238095	0.859259259259259	high	high
FBgn0030666	0.861344537815126	0.957264957264957	high	high
FBgn0030667	0.995979630125972	0.655555555555555	high	low
FBgn0030668	0.772459903533195	0.840820042240186	low	high
FBgn0030669	0.490839749073282	0.58202947845805	low	low
FBgn0030670	0.811957285613891	0.814206729390167	low	high
FBgn0030671	0.490147783251231	0.380276933468423	low	low
FBgn0030672	0.523473814688565	0.446947988223749	low	low
FBgn0030673	0.794248165215907	0.518924111431316	low	low
FBgn0030674	0.39869013507982	0.560056127221703	low	low
FBgn0030675	0.646991730824066	0.562228024369017	low	low
FBgn0030676	0.601231285854205	0.358072916666667	low	low
FBgn0030678	0.427861579414374	0.409682299546142	low	low
FBgn0030679	0.723028099655898	0.81010524355034	low	high
FBgn0030680	0.365436696005416	0.631317494600432	low	low
FBgn0030683	0.612121212121212	0.563184306569343	low	low
FBgn0030684	0.827129750982962	0.463134657836645	low	low
FBgn0030685	0.583061813980358	0.490209283050145	low	low
FBgn0030686	0.392401433691756	0.361289712556732	low	low
FBgn0030687	0.645182724252492	0.5234375	low	low
FBgn0030688	0.975310431832171	0.961682763744428	high	high
FBgn0030691	0.983219132070402	0.755896226415094	high	low
FBgn0030692	0.51870385561936	0.475200129813933	low	low
FBgn0030693	0.401575990649625	0.51454561357474	low	low
FBgn0030694	0.356093623890234	0.38280358598207	low	low
FBgn0030695	0.647140439932318	0.680648108340499	low	low
FBgn0030696	0.973662531498352	0.513450292397661	high	low
FBgn0030697	0.997031548503503	0.974829931972789	high	high
FBgn0030699	0.435013636791122	0.293380199179848	low	low
FBgn0030700	0.551648351648352	0.412345679012346	low	low
FBgn0030701	0.653766093593401	0.625378787878788	low	low
FBgn0030703	0.67091202915099	0.575084354529027	low	low
FBgn0030704	0.427424902545288	0.404810996563574	low	low
FBgn0030706	0.904639982714849	0.907555468885422	high	high
FBgn0030707	0.920197044334975	0.941201902291396	high	high
FBgn0030710	0.849593495934959	0.779674796747967	low	low
FBgn0030711	0.261022927689594	0.301344184345282	low	low
FBgn0030715	0.893684210526316	0.907211538461538	high	high
FBgn0030716	0.893863179074447	0.894360740421868	high	high
FBgn0030717	0.34487825356843	0.406670205237084	low	low
FBgn0030718	0.683862358211801	0.644295010624387	low	low
FBgn0030719	0.456983240223464	0.492719206680585	low	low
FBgn0030720	0.697161369947547	0.645342312008979	low	low
FBgn0030721	0.984495295124038	0.853846153846154	high	high
FBgn0030722	0.988356297302542	0.710144927536232	high	low
FBgn0030723	0.877225589225589	0.905841584158416	high	high
FBgn0030724	0.658183747082538	0.51666914534999	low	low
FBgn0030725	0.953385573638738	0.747549019607843	high	low
FBgn0030729	0.863095238095238	0.773333333333333	high	low
FBgn0030731	0.730140695714746	0.641061271975181	low	low
FBgn0030733	0.654702250853177	0.618050850578099	low	low
FBgn0030734	0.878073230214879	0.695758623172752	high	low
FBgn0030735	0.299452365215749	0.301617307288385	low	low
FBgn0030737	0.935130777009484	0.977314732009778	high	high
FBgn0030738	0.208674148754042	0.436666666666667	low	low
FBgn0030739	0.341983122362869	0.383101851851852	low	low
FBgn0030740	0.699464138499588	0.829318785844174	low	high
FBgn0030742	0.866871777814735	0.883930942895086	high	high
FBgn0030743	0.738855582360013	0.638088903669216	low	low
FBgn0030744	0.849094929548493	0.448939575830332	low	low
FBgn0030745	0.637879604672058	0.681722286152666	low	low
FBgn0030746	0.980402589341137	0.95442609063956	high	high
FBgn0030747	0.936836144357036	0.94091546006539	high	high
FBgn0030748	0.886970338983051	0.915642983621071	high	high
FBgn0030749	0.76173881477448	0.523494884575026	low	low
FBgn0030752	0.625239005736138	0.650588235294118	low	low
FBgn0030753	0.717071838295548	0.617325483599664	low	low
FBgn0030756	0.996534966643662	0.994227188081937	high	high
FBgn0030757	0.771107215892492	0.797326649958229	low	low
FBgn0030758	0.723043052837573	0.660318412877718	low	low
FBgn0030759	0.662951705504897	0.436744847192608	low	low
FBgn0030761	0.56494708994709	0.42940108892922	low	low
FBgn0030763	0.769033361847733	0.703426791277259	low	low
FBgn0030764	0.981326874184017	0.523404255319149	high	low
FBgn0030766	0.883823529411765	0.829543142043142	high	high
FBgn0030768	0.837403271396136	0.582035578885973	low	low
FBgn0030769	0.89639510422643	0.900919117647059	high	high
FBgn0030770	0.997622820919176	0.728	high	low
FBgn0030773	0.996098568961263	0.998760908836476	high	high
FBgn0030774	0.986203624632318	0.990660112359551	high	high
FBgn0030775	0.990759549064688	0.99202717365665	high	high
FBgn0030776	0.991603271491716	0.992078935096867	high	high
FBgn0030777	0.996810904059817	0.997451727308551	high	high
FBgn0030778	0.875830320356512	0.887519582245431	high	high
FBgn0030780	0.996036965545515	0.832996632996633	high	high
FBgn0030786	0.601223241590214	0.421012492736781	low	low
FBgn0030787	0.55384769941732	0.74617653732698	low	low
FBgn0030788	0.291439688715953	0.471135187580854	low	low
FBgn0030789	0.531786216596343	0.709152497343252	low	low
FBgn0030790	0.425252677628602	0.592851592851593	low	low
